chr10	49758949	49761174	49815260	49817797	46
chr10	49759734	49760697	49821701	49823445	11
chr10	102190614	102192138	102278271	102278944	8
chr10	102192659	102195383	102276516	102280673	154
chr10	102192832	102195006	102630943	102633473	28
chr10	102192872	102196938	102266530	102269272	122
chr10	102193447	102194289	102636411	102638634	27
chr10	102193494	102193963	102771893	102774382	24
chr10	102193530	102194096	102503282	102504198	24
chr10	102193544	102193930	102269696	102271329	12
chr10	102196074	102197272	102278596	102278813	5
chr10	103769132	103770599	103832637	103833006	13
chr10	129871973	129873332	129946519	129947097	5
chr10	129873250	129881394	129945346	129950029	291
chr10	129879292	129881011	129945497	129946526	7
chr11	61103781	61103975	61213599	61213898	4
chr11	65577657	65577983	65756486	65756904	6
chr11	65581107	65582046	65756514	65757021	4
chr11	65584481	65586551	65754650	65758182	77
chr11	65585161	65586455	65651900	65652773	9
chr11	65585497	65585961	65790028	65790618	5
chr11	65585650	65586312	65655730	65657043	7
chr11	65587539	65590688	65755854	65756989	15
chr11	65648415	65659816	65752538	65760339	444
chr11	65651364	65652825	65789412	65790270	11
chr11	65652031	65652710	65812657	65812936	4
chr11	65652063	65652546	66025760	66026082	4
chr11	65652263	65653136	65900437	65901462	4
chr11	65655851	65656445	65789543	65790937	5
chr11	66167581	66168562	66175928	66176986	5
chr11	66170517	66178766	66192251	66200812	373
chr11	66171497	66173166	66246404	66246698	10
chr11	66173523	66179592	66444876	66448222	213
chr11	66174955	66180195	66243613	66248539	268
chr11	66175223	66176647	66346380	66347004	15
chr11	66175308	66177002	66461802	66462982	20
chr11	66175445	66176643	66601063	66602548	31
chr11	66175632	66176711	66204527	66207786	75
chr11	66175788	66176322	66649947	66651303	12
chr11	66175797	66176517	66636214	66636443	6
chr11	66175891	66176989	66311266	66313615	14
chr11	66177448	66178187	66205889	66206775	4
chr11	66178912	66180014	66196130	66197701	8
chr11	118774871	118775782	118826848	118827730	4
chr11	118776475	118780860	118825590	118829233	151
chr11	118777444	118778053	119067449	119067944	6
chr11	118777651	118778342	119194349	119195094	5
chr11	118777824	118778198	118901485	118901868	5
chr11	118782552	118784276	118827351	118828075	6
chr12	10920765	10928688	11636212	11643425	281
chr12	10921058	10921798	11642547	11642743	4
chr12	10923342	10926103	11350397	11355265	80
chr12	10923774	10924391	11380726	11381495	6
chr12	10923789	10924259	11659347	11660421	6
chr12	10929065	10931027	11639472	11640367	6
chr12	52543737	52544642	52553769	52554533	4
chr12	52545015	52547691	52720847	52722119	25
chr12	52545264	52546213	53264182	53264641	7
chr12	52545714	52546723	53374742	53375099	6
chr12	52545928	52546192	52607213	52607514	4
chr12	52548591	52553552	52720050	52723680	121
chr12	52549804	52551177	53373384	53375124	14
chr12	52550066	52551505	52606320	52609318	36
chr12	52550152	52551808	52672205	52673488	19
chr12	52550155	52551378	53264021	53265199	14
chr12	52550336	52550906	52900322	52901519	10
chr12	52550524	52550757	52614674	52616406	6
chr12	52550528	52551005	52766265	52766966	11
chr12	52555243	52556006	52721369	52722391	4
chr12	54094598	54097322	54149612	54152377	29
chr12	58217987	58220016	58299028	58299438	8
chr12	58219000	58220523	58299971	58301386	5
chr12	58220577	58231037	58294298	58303170	714
chr12	58222365	58223755	58300268	58301447	7
chr12	58224282	58225651	58292746	58293880	12
chr12	78113308	78123814	78316291	78321755	484
chr12	103965310	103976718	104023656	104030160	399
chr12	103969081	103970075	104022423	104023197	7
chr12	103970344	103970753	104027855	104028758	4
chr13	21402490	21403079	21498858	21499462	5
chr15	22422841	22423405	22436093	22436335	5
chr15	22425909	22428613	22434834	22437097	21
chr15	22430262	22431096	22442272	22442932	4
chr15	22433495	22437767	22444076	22453138	184
chr15	22435247	22437362	22454184	22455914	20
chr15	22437997	22440170	22448097	22449745	13
chr15	22438870	22439717	22450586	22452001	5
chr15	22440491	22441450	22451256	22451993	4
chr17	26207004	26208236	26220146	26220814	16
chr17	27076098	27077844	27088485	27091870	24
chr17	27076958	27077600	27280322	27281246	8
chr17	27077077	27077560	27243412	27243864	6
chr17	27077185	27078277	27206120	27206502	5
chr17	32518586	32519235	32526954	32527963	4
chr17	32518655	32533520	32683014	32694333	1274
chr17	32525686	32527965	32746285	32748974	38
chr17	32526765	32527644	33445836	33447910	24
chr17	32526857	32527713	32845911	32847870	18
chr17	32527016	32527743	32965119	32965698	12
chrX	2953638	2954176	3729479	3730464	12
chrX	2953718	2954680	3554888	3556967	29
chrX	3556018	3556724	3729651	3730205	6
chrX	3568930	3571514	3728362	3731936	77
chrX	3880478	3881064	4465284	4465679	6
chrX	4464868	4466005	5793923	5796520	36
chrX	4465163	4465689	5939448	5939893	4
chrX	4465370	4465588	7893585	7894386	7
chrX	5938803	5940480	7502984	7504639	11
chrX	5938832	5939801	7909271	7910159	8
chrX	5939279	5939974	7892824	7895654	16
chrX	5939382	5940488	7006622	7007338	15
chrX	7964402	7965823	10086826	10088310	18
chrX	7964406	7965551	8783539	8784171	20
chrX	7964423	7964917	9676562	9677244	4
chrX	7966430	7968015	10087426	10087808	6
chrX	8715356	8720142	10086961	10088128	52
chrX	8716246	8717963	8782463	8784514	25
chrX	8938350	8940083	10086789	10088192	22
chrX	8938701	8940137	9675876	9678671	30
chrX	8938736	8939634	9281333	9281562	5
chrX	8940600	8941759	10087479	10087900	6
chrX	9676138	9679300	10086603	10088076	41
chrX	11161652	11162583	12788728	12789913	5
chrX	11805277	11806485	11926249	11927572	24
chrX	11805964	11806836	11924578	11925882	5
chrX	12097928	12098884	12787897	12789895	16
chrX	12515350	12517078	12788339	12790026	21
chrX	12832573	12832981	13505527	13507247	11
chrX	13110095	13112570	13505017	13506680	50
chrX	13110664	13111055	13275965	13276740	4
chrX	13271217	13271743	13505510	13506590	4
chrX	13272270	13273820	13504109	13507040	18
chrX	13275404	13277456	13505391	13506899	15
chrX	13522310	13523763	13664186	13664616	4
chrX	13523629	13525816	14047873	14052390	77
chrX	13524133	13525514	13662797	13665223	59
chrX	13524288	13525313	13676838	13677058	5
chrX	13526095	13526865	14050357	14050936	4
chrX	13664283	13664678	14050471	14050900	5
chrX	13675901	13677525	14049275	14051321	36
chrX	13676287	13677564	13823393	13823830	8
chrX	13676394	13679356	13707871	13711512	43
chrX	13915680	13917161	14048240	14052186	50
chrX	14056975	14059030	14544649	14548037	56
chrX	14056990	14059056	15260403	15262048	38
chrX	14057259	14058594	15160710	15163186	29
chrX	14057499	14057652	14113051	14114225	6
chrX	14112530	14114452	15160442	15162043	19
chrX	14113487	14114244	14546480	14547370	36
chrX	14113802	14114466	14715491	14715965	4
chrX	14113838	14114194	15260978	15261825	8
chrX	14113894	14114344	14545419	14545957	4
chrX	14114856	14116057	14546450	14547337	4
chrX	14546774	14547280	15261141	15261981	4
chrX	14546848	14547352	14715418	14716107	5
chrX	15161109	15162109	15259775	15262553	19
chrX	15317786	15318675	15583354	15584165	6
chrX	15318031	15318348	15367242	15368016	5
chrX	15367026	15367631	15515956	15516772	4
chrX	15367166	15367814	15583451	15584009	11
chrX	15515550	15517687	15580455	15583837	42
chrX	15515655	15516231	15991416	15991869	6
chrX	15516106	15516660	16713277	16713536	4
chrX	15704670	15705616	15990100	15992562	15
chrX	15704962	15705611	16463086	16463920	7
chrX	15705097	15705900	16712385	16713642	11
chrX	15705305	15705516	16229897	16230977	6
chrX	15778621	15780554	16463210	16463734	14
chrX	15779207	15780504	16155438	16156543	13
chrX	15779222	15780530	15990513	15992440	37
chrX	15779457	15780583	15834087	15834491	6
chrX	15779586	15780027	16230296	16230808	5
chrX	15779663	15779989	16713118	16713611	4
chrX	15779668	15779977	16141365	16142159	6
chrX	15833930	15835205	15989904	15990340	4
chrX	15834069	15834747	15991266	15992195	11
chrX	15867039	15868058	15991335	15991977	10
chrX	15871882	15873630	15991212	15992001	12
chrX	15872108	15872694	16156331	16156824	4
chrX	15872394	15873184	15947512	15948022	4
chrX	15947495	15948973	16155694	16156522	12
chrX	15948825	15949728	15991606	15991903	5
chrX	15948829	15949153	16463224	16463714	7
chrX	16140637	16141689	16230457	16230861	4
chrX	19055651	19060152	19351048	19354467	139
chrX	19058494	19059051	19243799	19244774	16
chrX	19060556	19061997	19352179	19352585	5
chrX	19061978	19062209	19353316	19353830	4
chrX	23712572	23714453	23773339	23774525	13
chrX	24411360	24415168	24577779	24581318	80
chrX	24412664	24416390	24515894	24518795	90
chrX	24413636	24414172	25162010	25162539	7
chrX	24413979	24414523	24770670	24770949	5
chrX	31311085	31311771	31676521	31677112	4
chrX	38025707	38026120	38034475	38035050	6
chrX	43418089	43420544	43609255	43610992	51
chrX	46655966	46656656	46837828	46838271	10
chrX	46656071	46656408	46952199	46953000	5
chrX	46656135	46656581	46889835	46890160	7
chrX	57004163	57004869	57479986	57480762	4
chrX	64800817	64806292	64814448	64815833	64
chrX	64800967	64805279	65205295	65207702	49
chrX	64801530	64802111	65250655	65251712	5
chrX	64801582	64802228	65628318	65628659	8
chrX	64801707	64802142	65242823	65243621	5
chrX	64801879	64802439	65951037	65951630	11
chrX	64801894	64802401	65329929	65330761	12
chrX	64801917	64802697	64812513	64814157	5
chrX	64806709	64807673	64815462	64815989	5
chrX	73071687	73078597	73230520	73237875	270
chrX	73073931	73077945	73350877	73357666	97
chrX	73074791	73076400	73769969	73770924	13
chrX	73075130	73077125	73563221	73566107	30
chrX	73075338	73075670	73561454	73562642	5
chrX	73234369	73236023	73353088	73354012	22
chrX	73235357	73235516	73563615	73564642	4
chrX	73352520	73353718	73563847	73564338	9
chrX	73353134	73353632	73770222	73770700	4
chrX	73769890	73770758	74822418	74824566	13
chrX	99925055	99930014	100021345	100024443	121
chrX	99926107	99927473	99940433	99941973	20
chrX	99926339	99927073	100025089	100026183	4
chrX	99929600	99930244	99940203	99941208	4
chrX	99934453	99945167	100018518	100025968	989
chrX	99937539	99938110	100020977	100022875	7
chrX	99940034	99941214	100541581	100543163	19
chrX	99940267	99941889	100025841	100028014	22
chrX	99940781	99941953	100461104	100461733	5
chrX	99941854	99942414	100542020	100542679	4
chrX	105724177	105726206	105861615	105864102	26
chrX	149938752	149943765	150248713	150251892	153
chrX	149940520	149941188	150319202	150320633	6
chrX	149940710	149941996	150246982	150248446	7
chrX	152915008	152915867	152933309	152933634	5
chrX	153599638	153605435	153762042	153764744	152
chrX	153601805	153602420	153755389	153755750	5
