chr1	838908	841157	R
chr1	911279	912011	L
chr1	918286	922335	R
chr1	967152	969271	R
chr1	997732	1000167	L
chr1	1055642	1059032	R
chr1	1306262	1308124	L
chr1	1376100	1377332	L
chr1	1890973	1893234	R
chr1	1975510	1978919	L
chr1	2021345	2024007	R
chr1	2105324	2106697	L
chr1	2125307	2128399	R
chr1	2309262	2316695	L
chr1	2343625	2347879	R
chr1	2478014	2480764	L
chr1	2485928	2488168	R
chr1	2701306	2704324	L
chr1	3339514	3341691	L
chr1	3368489	3372155	R
chr1	3398708	3402080	L
chr1	3405886	3409635	R
chr1	3480866	3484952	R
chr1	3529917	3533229	L
chr1	3639997	3641671	L
chr1	3643692	3645185	L
chr1	3826747	3830048	R
chr1	4712177	4714385	R
chr1	4885190	4886933	L
chr1	5569387	5573991	R
chr1	5803367	5806900	L
chr1	5975407	5976883	L
chr1	6168645	6170729	R
chr1	6400458	6404350	L
chr1	6406521	6410419	R
chr1	6463689	6467444	L
chr1	6534878	6536546	L
chr1	6613849	6615244	L
chr1	6704284	6708701	L
chr1	6779133	6781778	R
chr1	6786423	6788740	L
chr1	6852829	6855780	R
chr1	6948089	6952561	L
chr1	7101593	7104202	R
chr1	7127894	7131359	L
chr1	7277376	7279414	L
chr1	7706718	7708758	L
chr1	7808209	7817369	L
chr1	7868104	7870369	R
chr1	7959807	7965347	L
chr1	8035018	8037011	R
chr1	8040557	8045019	R
chr1	8089177	8093440	R
chr1	8370259	8378117	L
chr1	8406646	8412572	L
chr1	8785745	8787157	L
chr1	8908078	8910538	L
chr1	9021884	9024036	R
chr1	9046368	9048909	L
chr1	9063009	9066649	L
chr1	9067219	9072140	R
chr1	9169227	9173380	R
chr1	9241251	9243547	R
chr1	9253591	9259411	L
chr1	9309466	9311236	L
chr1	9325581	9329269	R
chr1	9346136	9351011	R
chr1	9510837	9518094	L
chr1	9547441	9552488	L
chr1	9553150	9558382	R
chr1	9631257	9634931	L
chr1	9647823	9649967	R
chr1	9674653	9676549	R
chr1	9685051	9690055	R
chr1	9780488	9787495	R
chr1	9842130	9847790	R
chr1	9923164	9928737	L
chr1	9933933	9936865	R
chr1	9974263	9975269	L
chr1	10001394	10003820	L
chr1	10009615	10012043	R
chr1	10091022	10094798	L
chr1	10268189	10271228	R
chr1	10395706	10399063	L
chr1	10436116	10440438	R
chr1	10550077	10556545	L
chr1	10565952	10568225	R
chr1	10574072	10575458	R
chr1	10751707	10754812	R
chr1	10968696	10970928	L
chr1	10999770	11003237	L
chr1	11020649	11021795	L
chr1	11096879	11099492	R
chr1	11130681	11133664	L
chr1	11300337	11302871	R
chr1	11379849	11381616	R
chr1	11397049	11398881	R
chr1	11700718	11703992	L
chr1	11704556	11707382	L
chr1	11709429	11712117	L
chr1	11723300	11725123	R
chr1	11777980	11781617	L
chr1	11808093	11810191	L
chr1	11843864	11846157	R
chr1	11894487	11903032	R
chr1	11950973	11956228	L
chr1	11967291	11968168	L
chr1	12026619	12028082	L
chr1	12041367	12042535	L
chr1	12061419	12063319	R
chr1	12089686	12092686	L
chr1	12138620	12140705	L
chr1	12177856	12182444	R
chr1	12183224	12188241	R
chr1	12264367	12271231	L
chr1	12330611	12333523	R
chr1	12334564	12336838	R
chr1	12660150	12662626	R
chr1	12677643	12681859	L
chr1	12717326	12720677	L
chr1	13988861	13994726	R
chr1	14051353	14054956	L
chr1	14132937	14134752	L
chr1	14137480	14141662	L
chr1	14153842	14157458	R
chr1	14285515	14287797	L
chr1	14291960	14292756	R
chr1	14421136	14422104	R
chr1	14439880	14441675	R
chr1	14864617	14865097	L
chr1	14898127	14899278	L
chr1	14932798	14934382	R
chr1	15057838	15059153	L
chr1	15104876	15107409	R
chr1	15175766	15177505	L
chr1	15353162	15354528	L
chr1	15372629	15373944	L
chr1	15425290	15427454	L
chr1	15453046	15459517	R
chr1	15477702	15481368	R
chr1	15597134	15601376	L
chr1	15629536	15632811	L
chr1	15646550	15653361	R
chr1	15755135	15761384	L
chr1	15826627	15828820	L
chr1	15920797	15922225	R
chr1	16065960	16068594	L
chr1	16118255	16119910	R
chr1	16141323	16143459	R
chr1	16319879	16322249	L
chr1	16358691	16359922	L
chr1	16380757	16383461	L
chr1	16509693	16517525	L
chr1	16569938	16572195	L
chr1	16688820	16690702	L
chr1	16947004	16948293	L
chr1	16950665	16952095	R
chr1	17029621	17030667	L
chr1	17035701	17036721	R
chr1	17369160	17373769	L
chr1	17384706	17388512	R
chr1	17450126	17455679	R
chr1	17558035	17567556	L
chr1	17600355	17601847	L
chr1	17660545	17664006	L
chr1	17732291	17733729	L
chr1	17745259	17748338	R
chr1	17811704	17813105	L
chr1	17819931	17824489	R
chr1	17826936	17831878	R
chr1	17897779	17901304	L
chr1	17927732	17938014	L
chr1	17979643	17981251	R
chr1	17986178	17989647	R
chr1	18248773	18251096	R
chr1	18310304	18311975	R
chr1	18426026	18428770	L
chr1	18543494	18544639	L
chr1	18561057	18562138	L
chr1	18628466	18630465	L
chr1	18907286	18908920	L
chr1	18922299	18925635	R
chr1	19006960	19008335	L
chr1	19145643	19148771	L
chr1	19200862	19202373	L
chr1	19209049	19212258	R
chr1	19232194	19235164	R
chr1	19238499	19241270	L
chr1	19296042	19301270	L
chr1	19439261	19441004	L
chr1	19566327	19568546	L
chr1	19666915	19668356	R
chr1	19670553	19673517	R
chr1	19715556	19721072	R
chr1	19765806	19767180	R
chr1	19812540	19814717	R
chr1	19907295	19910036	L
chr1	19977033	19981532	L
chr1	20041330	20043323	R
chr1	20087873	20090350	R
chr1	20136437	20139770	L
chr1	20207733	20209635	R
chr1	20242544	20249506	R
chr1	20299370	20303027	R
chr1	20424158	20430002	R
chr1	20474589	20481525	L
chr1	20490960	20493641	R
chr1	20520240	20522710	L
chr1	20558847	20561980	R
chr1	20686932	20689110	R
chr1	20702913	20705225	R
chr1	20755347	20758572	L
chr1	20816345	20821907	L
chr1	20965497	20969076	R
chr1	21020212	21025653	R
chr1	21308320	21309201	R
chr1	21518604	21524643	L
chr1	21542529	21544993	R
chr1	21580652	21587866	R
chr1	21596067	21598031	R
chr1	21660680	21662123	L
chr1	21816573	21817956	L
chr1	21834529	21839370	R
