chr10	49753277	49767103	49753346	49753364	 1.05816	L
chr10	49753277	49767103	49753371	49753389	 2.95312	L
chr10	49753277	49767103	49753449	49753467	 0.916746	L
chr10	49753277	49767103	49753531	49753549	 0.492556	R
chr10	49753277	49767103	49753557	49753575	 2.1198	L
chr10	49753277	49767103	49753762	49753780	 4.6988	L
chr10	49753277	49767103	49753881	49753899	 3.93032	R
chr10	49753277	49767103	49753912	49753930	 4.58391	R
chr10	49753277	49767103	49753914	49753932	 4.51589	L
chr10	49753277	49767103	49753981	49753999	 4.65208	L
chr10	49753277	49767103	49754203	49754221	 6.43566	R
chr10	49753277	49767103	49754206	49754224	 0.114129	R
chr10	49753277	49767103	49754208	49754226	 4.76472	L
chr10	49753277	49767103	49754494	49754512	 2.38475	R
chr10	49753277	49767103	49754574	49754592	 1.35675	L
chr10	49753277	49767103	49754605	49754623	 0.638354	L
chr10	49753277	49767103	49755088	49755106	 1.41405	L
chr10	49753277	49767103	49755177	49755195	 1.39828	L
chr10	49753277	49767103	49755239	49755257	 1.50459	R
chr10	49753277	49767103	49755407	49755425	 0.467726	R
chr10	49753277	49767103	49755429	49755447	 7.00766	R
chr10	49753277	49767103	49755494	49755512	 1.25592	R
chr10	49753277	49767103	49755527	49755545	 0.847111	L
chr10	49753277	49767103	49755659	49755677	 2.94381	R
chr10	49753277	49767103	49755670	49755688	 0.202455	L
chr10	49753277	49767103	49755693	49755711	 0.0431027	R
chr10	49753277	49767103	49755777	49755795	 2.67488	L
chr10	49753277	49767103	49755974	49755992	 0.737852	R
chr10	49753277	49767103	49755977	49755995	 0.805973	R
chr10	49753277	49767103	49755980	49755998	 8.47314	L
chr10	49753277	49767103	49756016	49756034	 4.3118	R
chr10	49753277	49767103	49756021	49756039	 2.44079	L
chr10	49753277	49767103	49756205	49756223	 2.04145	R
chr10	49753277	49767103	49756222	49756240	 2.2198	R
chr10	49753277	49767103	49756290	49756308	 7.1753	R
chr10	49753277	49767103	49756668	49756686	 1.09018	R
chr10	49753277	49767103	49756923	49756941	 0.848111	R
chr10	49753277	49767103	49757359	49757377	 4.0277	R
chr10	49753277	49767103	49757372	49757390	 2.45971	L
chr10	49753277	49767103	49757395	49757413	 1.90372	L
chr10	49753277	49767103	49757460	49757478	 1.05576	R
chr10	49753277	49767103	49757484	49757502	 0.507176	L
chr10	49753277	49767103	49757507	49757525	 0.333344	R
chr10	49753277	49767103	49757612	49757630	 3.93834	R
chr10	49753277	49767103	49757718	49757736	 4.66936	R
chr10	49753277	49767103	49757866	49757884	 7.43566	L
chr10	49753277	49767103	49757927	49757945	 3.37949	L
chr10	49753277	49767103	49758261	49758279	 2.4989	R
chr10	49753277	49767103	49758502	49758520	 0.808478	L
chr10	49753277	49767103	49758559	49758577	 4.47592	R
chr10	49753277	49767103	49759183	49759201	 6.09803	R
chr10	49753277	49767103	49759290	49759308	 1.85532	R
chr10	49753277	49767103	49759292	49759310	 11.674	L
chr10	49753277	49767103	49759440	49759458	 1.51415	L
chr10	49753277	49767103	49759727	49759745	 15.0053	L
chr10	49753277	49767103	49759895	49759913	 4.76753	L
chr10	49753277	49767103	49760035	49760053	 2.56635	R
chr10	49753277	49767103	49760068	49760086	 19.7573	L
chr10	49753277	49767103	49760244	49760262	 6.87849	R
chr10	49753277	49767103	49760246	49760264	 1.78019	R
chr10	49753277	49767103	49760249	49760267	 9.16479	L
chr10	49753277	49767103	49760278	49760296	 2.07756	R
chr10	49753277	49767103	49760391	49760409	 3.14763	L
chr10	49753277	49767103	49760450	49760468	 2.57821	R
chr10	49753277	49767103	49760470	49760488	 4.23857	L
chr10	49753277	49767103	49760593	49760611	 3.64463	L
chr10	49753277	49767103	49760607	49760625	 0.798943	R
chr10	49753277	49767103	49760617	49760635	 2.86679	R
chr10	49753277	49767103	49760619	49760637	 2.68705	L
chr10	49753277	49767103	49760714	49760732	 0.854586	R
chr10	49753277	49767103	49760883	49760901	 1.55105	L
chr10	49753277	49767103	49760925	49760943	 0.569444	R
